,hd,Station Number,Year Month Day Hour Minutes in YYYY.1,MM.1,DD.1,HH24.1,MI format in Local standard time,Precipitation since last (AWS) observation in mm,Quality of precipitation since last (AWS) observation value,Period over which precipitation since last (AWS) observation is,Air Temperature in degrees Celsius,Quality of air temperature,Wet bulb temperature in degrees Celsius,Quality of Wet bulb temperature,Dew point temperature in degrees Celsius,Quality of dew point temperature,Relative humidity in percentage %,Quality of relative humidity,Vapour pressure in hPa,Quality of vapour pressure,Saturated vapour pressure in hPa,Quality of saturated vapour pressure,Wind (1 minute) speed in km/h,Wind (1 minute) speed quality,Wind (1 minute) direction in degrees true,Wind (1 minute) direction quality,Standard deviation of wind (1 minute),Standard deviation of wind (1 minute) direction quality,Maximum wind gust (over 1 minute) in km/h,Maximum wind gust (over 1 minute) quality,Height of cloud (ceilometer - instantaneous sample 1) in meters,Quality of cloud height (ceilometer - instantaneous sample 1),Height of cloud (ceilometer - instantaneous sample 2) in meters,Quality of cloud height (ceilometer - instantaneous sample 2),Height of cloud (ceilometer - instantaneous sample 3) in meters,Quality of cloud height (ceilometer - instantaneous sample 3),Height of cloud (ceilometer - instantaneous sample 4) in meters,Quality of cloud height (ceilometer - instantaneous sample 4),Height of cloud (ceilometer - instantaneous sample 5) in meters,Quality of cloud height (ceilometer - instantaneous sample 5),Cloud amount for layer 1 (30 minute ceilometer mean) in eighths,Quality of layer 1 cloud amount (30 minute ceilometer mean),Cloud height for layer 1 (30 minute ceilometer mean) in meters,Quality of layer 1 cloud height (30 minute ceilometer mean),Cloud amount for layer 2 (30 minute ceilometer mean) in eighths,Quality of layer 2 cloud amount (30 minute ceilometer mean),Cloud height for layer 2 (30 minute ceilometer mean) in meters,Quality of layer 2 cloud height (30 minute ceilometer mean),Cloud amount for layer 3 (30 minute ceilometer mean) in eighths,Quality of layer 3 cloud amount (30 minute ceilometer mean),Cloud height for layer 3 (30 minute ceilometer mean) in meters,Quality of layer 3 cloud height (30 minute ceilometer mean),* Total amount of cloud in eighths,* Quality of total cloud amount,Mean sea level pressure in hPa,Quality of mean sea level pressure,Station level pressure in hPa,Quality of station level pressure,QNH pressure in hPa,Quality of QNH pressure,#
1759,hd,86282,2018,10,19,5,19,0.0,Y,1,11.1,Y,10.2,Y,9.3,Y,89,Y,11.7,Y,13.2,Y, 15,Y,  2,Y,  1,Y, 15,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1760,hd,86282,2018,10,19,5,20,0.0,Y,1,11.1,Y,10.2,Y,9.3,Y,89,Y,11.7,Y,13.2,Y, 15,Y,  2,Y,  1,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1761,hd,86282,2018,10,19,5,21,0.0,Y,1,11.2,Y,10.2,Y,9.2,Y,87,Y,11.6,Y,13.3,Y, 15,Y,  2,Y,  1,Y, 15,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1762,hd,86282,2018,10,19,5,22,0.0,Y,1,11.3,Y,10.2,Y,9.1,Y,86,Y,11.6,Y,13.4,Y, 15,Y,  2,Y,  1,Y, 15,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1763,hd,86282,2018,10,19,5,23,0.0,Y,1,11.4,Y,10.3,Y,9.2,Y,86,Y,11.6,Y,13.5,Y, 15,Y,  2,Y,  1,Y, 15,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1764,hd,86282,2018,10,19,5,24,0.0,Y,1,11.5,Y,10.4,Y,9.3,Y,86,Y,11.7,Y,13.6,Y, 15,Y,  4,Y,  3,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1765,hd,86282,2018,10,19,5,25,0.0,Y,1,11.4,Y,10.4,Y,9.4,Y,86,Y,11.8,Y,13.5,Y, 15,Y,  4,Y,  4,Y, 18,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
1766,hd,86282,2018,10,19,5,26,0.0,Y,1,11.4,Y,10.3,Y,9.2,Y,86,Y,11.6,Y,13.5,Y, 22,Y,  4,Y,  9,Y, 33,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
1767,hd,86282,2018,10,19,5,27,0.0,Y,1,11.7,Y,10.4,Y,9.1,Y,84,Y,11.6,Y,13.8,Y, 24,Y,357,Y, 15,Y, 30,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
1768,hd,86282,2018,10,19,5,28,0.0,Y,1,11.8,Y,10.5,Y,9.2,Y,84,Y,11.6,Y,13.8,Y, 22,Y,354,Y, 13,Y, 26,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1769,hd,86282,2018,10,19,5,29,0.0,Y,1,11.9,Y,10.5,Y,9.1,Y,83,Y,11.6,Y,13.9,Y, 24,Y,359,Y,  9,Y, 28,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1770,hd,86282,2018,10,19,5,30,0.0,Y,1,11.8,Y,10.5,Y,9.2,Y,84,Y,11.6,Y,13.8,Y, 24,Y,  2,Y,  1,Y, 26,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1771,hd,86282,2018,10,19,5,31,0.0,Y,1,11.8,Y,10.5,Y,9.2,Y,84,Y,11.6,Y,13.8,Y, 18,Y,  2,Y,  1,Y, 22,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
1772,hd,86282,2018,10,19,5,32,0.0,Y,1,11.7,Y,10.4,Y,9.1,Y,84,Y,11.6,Y,13.8,Y, 17,Y,  3,Y,  2,Y, 18,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
1773,hd,86282,2018,10,19,5,33,0.0,Y,1,11.6,Y,10.4,Y,9.2,Y,85,Y,11.6,Y,13.7,Y, 15,Y,  2,Y,  1,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.4,Y,1001.2,Y,1015.4,Y,#
1774,hd,86282,2018,10,19,5,34,0.0,Y,1,11.6,Y,10.4,Y,9.2,Y,85,Y,11.6,Y,13.7,Y, 17,Y,  2,Y,  1,Y, 18,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.4,Y,1001.2,Y,1015.4,Y,#
1775,hd,86282,2018,10,19,5,35,0.0,Y,1,11.6,Y,10.4,Y,9.2,Y,85,Y,11.6,Y,13.7,Y, 17,Y,  2,Y,  1,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.4,Y,1001.2,Y,1015.4,Y,#
1776,hd,86282,2018,10,19,5,36,0.0,Y,1,11.7,Y,10.4,Y,9.1,Y,84,Y,11.6,Y,13.8,Y, 17,Y,  2,Y,  1,Y, 18,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.4,Y,1001.2,Y,1015.4,Y,#
1777,hd,86282,2018,10,19,5,37,0.0,Y,1,11.7,Y,10.4,Y,9.1,Y,84,Y,11.6,Y,13.8,Y, 17,Y,  2,Y,  1,Y, 21,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.4,Y,1001.2,Y,1015.4,Y,#
1778,hd,86282,2018,10,19,5,38,0.0,Y,1,11.6,Y,10.4,Y,9.2,Y,85,Y,11.6,Y,13.7,Y, 18,Y,  2,Y,  1,Y, 24,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.4,Y,1001.2,Y,1015.4,Y,#
1779,hd,86282,2018,10,19,5,39,0.0,Y,1,11.6,Y,10.4,Y,9.2,Y,85,Y,11.6,Y,13.7,Y, 21,Y,  2,Y,  1,Y, 22,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.4,Y,1001.2,Y,1015.4,Y,#
1780,hd,86282,2018,10,19,5,40,0.0,Y,1,11.5,Y,10.3,Y,9.1,Y,85,Y,11.6,Y,13.6,Y, 21,Y,  2,Y,  4,Y, 24,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
1781,hd,86282,2018,10,19,5,41,0.0,Y,1,11.4,Y,10.3,Y,9.2,Y,86,Y,11.6,Y,13.5,Y, 24,Y,  2,Y,  1,Y, 26,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
1782,hd,86282,2018,10,19,5,42,0.0,Y,1,11.5,Y,10.3,Y,9.1,Y,85,Y,11.6,Y,13.6,Y, 22,Y,  2,Y,  1,Y, 26,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
1783,hd,86282,2018,10,19,5,43,0.0,Y,1,11.5,Y,10.3,Y,9.1,Y,86,Y,11.6,Y,13.6,Y, 22,Y,  2,Y,  1,Y, 24,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
1784,hd,86282,2018,10,19,5,44,0.0,Y,1,11.5,Y,10.3,Y,9.1,Y,85,Y,11.6,Y,13.6,Y, 22,Y,  2,Y,  1,Y, 24,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
1785,hd,86282,2018,10,19,5,45,0.0,Y,1,11.4,Y,10.3,Y,9.2,Y,86,Y,11.6,Y,13.5,Y, 22,Y,  2,Y,  1,Y, 24,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
1786,hd,86282,2018,10,19,5,46,0.0,Y,1,11.5,Y,10.3,Y,9.1,Y,85,Y,11.6,Y,13.6,Y, 24,Y,  2,Y,  4,Y, 28,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
1787,hd,86282,2018,10,19,5,47,0.0,Y,1,11.4,Y,10.3,Y,9.2,Y,86,Y,11.6,Y,13.5,Y, 24,Y,  3,Y,  2,Y, 26,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
1788,hd,86282,2018,10,19,5,48,0.0,Y,1,11.6,Y,10.3,Y,9.0,Y,84,Y,11.5,Y,13.7,Y, 22,Y,  3,Y,  2,Y, 24,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
1789,hd,86282,2018,10,19,5,49,0.0,Y,1,11.6,Y,10.4,Y,9.2,Y,85,Y,11.6,Y,13.7,Y, 21,Y,  2,Y,  1,Y, 24,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
1790,hd,86282,2018,10,19,5,50,0.0,Y,1,11.6,Y,10.4,Y,9.2,Y,85,Y,11.6,Y,13.7,Y, 22,Y,  3,Y,  2,Y, 24,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
1791,hd,86282,2018,10,19,5,51,0.0,Y,1,11.7,Y,10.4,Y,9.1,Y,84,Y,11.6,Y,13.8,Y, 21,Y,  4,Y,  2,Y, 24,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
1792,hd,86282,2018,10,19,5,52,0.0,Y,1,11.7,Y,10.4,Y,9.1,Y,84,Y,11.6,Y,13.8,Y, 22,Y,  3,Y,  2,Y, 26,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
1793,hd,86282,2018,10,19,5,53,0.0,Y,1,11.8,Y,10.4,Y,9.0,Y,83,Y,11.5,Y,13.8,Y, 21,Y,  3,Y,  2,Y, 24,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.6,Y,1001.4,Y,1015.6,Y,#
1794,hd,86282,2018,10,19,5,54,0.0,Y,1,11.8,Y,10.5,Y,9.2,Y,84,Y,11.6,Y,13.8,Y, 21,Y,  2,Y,  2,Y, 22,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.6,Y,1001.4,Y,1015.6,Y,#
1795,hd,86282,2018,10,19,5,55,0.0,Y,1,11.8,Y,10.4,Y,9.0,Y,83,Y,11.5,Y,13.8,Y, 18,Y,  2,Y,  3,Y, 22,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.6,Y,1001.4,Y,1015.6,Y,#
1796,hd,86282,2018,10,19,5,56,0.0,Y,1,11.8,Y,10.4,Y,9.0,Y,83,Y,11.5,Y,13.8,Y, 21,Y,  4,Y,  5,Y, 22,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.6,Y,1001.4,Y,1015.6,Y,#
1797,hd,86282,2018,10,19,5,57,0.0,Y,1,12.3,Y,10.7,Y,9.1,Y,81,Y,11.6,Y,14.3,Y, 18,Y,  2,Y,  1,Y, 21,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.6,Y,1001.4,Y,1015.6,Y,#
1798,hd,86282,2018,10,19,5,58,0.0,Y,1,12.1,Y,10.6,Y,9.1,Y,83,Y,11.6,Y,14.1,Y, 17,Y,  2,Y,  1,Y, 18,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
1799,hd,86282,2018,10,19,5,59,0.0,Y,1,11.9,Y,10.5,Y,9.1,Y,83,Y,11.6,Y,13.9,Y, 17,Y,  5,Y,  5,Y, 18,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
1800,hd,86282,2018,10,19,6,0,0.0,Y,1,12.1,Y,10.6,Y,9.1,Y,82,Y,11.6,Y,14.1,Y, 15,Y,  3,Y,  1,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.5,Y,1001.3,Y,1015.5,Y,#
1801,hd,86282,2018,10,19,6,1,0.0,Y,1,12.0,Y,10.6,Y,9.2,Y,83,Y,11.6,Y,14.0,Y, 15,Y,  2,Y,  1,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.4,Y,1001.2,Y,1015.4,Y,#
1802,hd,86282,2018,10,19,6,2,0.0,Y,1,11.9,Y,10.5,Y,9.1,Y,83,Y,11.6,Y,13.9,Y, 15,Y,  4,Y,  3,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.4,Y,1001.2,Y,1015.4,Y,#
1803,hd,86282,2018,10,19,6,3,0.0,Y,1,12.0,Y,10.5,Y,9.0,Y,83,Y,11.5,Y,14.0,Y, 15,Y,  5,Y,  1,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.4,Y,1001.2,Y,1015.4,Y,#
1804,hd,86282,2018,10,19,6,4,0.0,Y,1,12.1,Y,10.6,Y,9.1,Y,82,Y,11.6,Y,14.1,Y, 15,Y, 10,Y,  3,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.4,Y,1001.2,Y,1015.4,Y,#
1805,hd,86282,2018,10,19,6,5,0.0,Y,1,12.2,Y,10.6,Y,9.0,Y,81,Y,11.5,Y,14.2,Y, 13,Y,  7,Y,  2,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.4,Y,1001.2,Y,1015.4,Y,#
1806,hd,86282,2018,10,19,6,6,0.0,Y,1,12.3,Y,10.7,Y,9.1,Y,81,Y,11.6,Y,14.3,Y, 13,Y, 12,Y,  4,Y, 15,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
1807,hd,86282,2018,10,19,6,7,0.0,Y,1,12.2,Y,10.7,Y,9.2,Y,82,Y,11.6,Y,14.2,Y, 13,Y, 12,Y,  5,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
1808,hd,86282,2018,10,19,6,8,0.0,Y,1,12.2,Y,10.7,Y,9.2,Y,82,Y,11.6,Y,14.2,Y, 17,Y, 20,Y, 15,Y, 24,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
1809,hd,86282,2018,10,19,6,9,0.0,Y,1,12.2,Y,10.7,Y,9.2,Y,82,Y,11.6,Y,14.2,Y, 18,Y, 17,Y,  6,Y, 24,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
1810,hd,86282,2018,10,19,6,10,0.0,Y,1,12.7,Y,10.8,Y,8.9,Y,78,Y,11.4,Y,14.7,Y, 21,Y, 22,Y, 11,Y, 28,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1811,hd,86282,2018,10,19,6,11,0.0,Y,1,12.9,Y,10.9,Y,8.9,Y,77,Y,11.4,Y,14.9,Y, 17,Y, 30,Y, 11,Y, 22,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1812,hd,86282,2018,10,19,6,12,0.0,Y,1,12.8,Y,10.9,Y,9.0,Y,78,Y,11.5,Y,14.8,Y, 17,Y, 26,Y, 11,Y, 18,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1813,hd,86282,2018,10,19,6,13,0.0,Y,1,12.9,Y,11.0,Y,9.2,Y,79,Y,11.6,Y,14.9,Y, 17,Y, 23,Y,  6,Y, 18,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1814,hd,86282,2018,10,19,6,14,0.0,Y,1,13.0,Y,11.0,Y,9.1,Y,77,Y,11.6,Y,15.0,Y, 17,Y, 25,Y,  7,Y, 18,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1815,hd,86282,2018,10,19,6,15,0.0,Y,1,13.0,Y,11.0,Y,9.1,Y,77,Y,11.6,Y,15.0,Y, 17,Y, 24,Y,  4,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.1,Y,1000.9,Y,1015.1,Y,#
1816,hd,86282,2018,10,19,6,16,0.0,Y,1,13.0,Y,11.0,Y,9.1,Y,77,Y,11.6,Y,15.0,Y, 18,Y, 21,Y,  8,Y, 22,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.1,Y,1000.9,Y,1015.1,Y,#
1817,hd,86282,2018,10,19,6,17,0.0,Y,1,12.9,Y,11.0,Y,9.2,Y,78,Y,11.6,Y,14.9,Y, 17,Y, 20,Y,  6,Y, 18,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1818,hd,86282,2018,10,19,6,18,0.0,Y,1,12.9,Y,11.1,Y,9.4,Y,79,Y,11.8,Y,14.9,Y, 15,Y, 21,Y,  2,Y, 15,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1819,hd,86282,2018,10,19,6,19,0.0,Y,1,12.9,Y,11.1,Y,9.4,Y,79,Y,11.8,Y,14.9,Y, 15,Y, 24,Y,  5,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1820,hd,86282,2018,10,19,6,20,0.0,Y,1,13.0,Y,11.1,Y,9.3,Y,78,Y,11.7,Y,15.0,Y, 15,Y, 22,Y,  4,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1821,hd,86282,2018,10,19,6,21,0.0,Y,1,13.0,Y,11.1,Y,9.3,Y,78,Y,11.7,Y,15.0,Y, 15,Y, 12,Y,  7,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1822,hd,86282,2018,10,19,6,22,0.0,Y,1,13.0,Y,11.1,Y,9.3,Y,78,Y,11.7,Y,15.0,Y, 13,Y,  2,Y,  6,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1823,hd,86282,2018,10,19,6,23,0.0,Y,1,13.1,Y,11.1,Y,9.2,Y,77,Y,11.6,Y,15.1,Y, 13,Y, 15,Y, 12,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1824,hd,86282,2018,10,19,6,24,0.0,Y,1,13.1,Y,11.1,Y,9.2,Y,77,Y,11.6,Y,15.1,Y, 13,Y,  5,Y,  2,Y, 15,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1825,hd,86282,2018,10,19,6,25,0.0,Y,1,13.1,Y,11.1,Y,9.2,Y,77,Y,11.6,Y,15.1,Y, 13,Y,  7,Y,  4,Y, 17,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1826,hd,86282,2018,10,19,6,26,0.0,Y,1,13.0,Y,11.2,Y,9.5,Y,79,Y,11.9,Y,15.0,Y, 13,Y,  4,Y,  2,Y, 15,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1827,hd,86282,2018,10,19,6,27,0.0,Y,1,13.0,Y,11.1,Y,9.3,Y,78,Y,11.7,Y,15.0,Y, 13,Y,  1,Y, 11,Y, 15,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.2,Y,1001.0,Y,1015.2,Y,#
1828,hd,86282,2018,10,19,6,28,0.0,Y,1,13.2,Y,11.2,Y,9.3,Y,77,Y,11.7,Y,15.2,Y, 13,Y,  3,Y,  1,Y, 13,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
1829,hd,86282,2018,10,19,6,29,0.0,Y,1,13.1,Y,11.2,Y,9.4,Y,78,Y,11.8,Y,15.1,Y, 15,Y,359,Y, 10,Y, 18,Y,0,Y,0,Y,0,Y,    0,Y,     ,F,0,Y,    0,Y,0,Y,    0,Y,0,Y,    0,Y, , ,1015.3,Y,1001.1,Y,1015.3,Y,#
